onset	duration	trial_type	response_time	Offer	IsFairBlock
4.009100	3.520240	event_accept_computer	2.878550	3	1
4.009100	3.520240	event_computer	2.878550	3	1
4.009100	33.500000	block_computer_fair	n/a	n/a	n/a
8.275360	3.505530	event_accept_computer	1.642960	7	1
8.275360	3.505530	event_computer	1.642960	7	1
8.275360	0	event_RT	1.642960	7	1
12.523000	3.517010	event_accept_computer	1.608230	9	1
12.523000	3.517010	event_computer	1.608230	9	1
12.523000	0	event_RT	1.608230	9	1
16.782100	3.509580	event_accept_computer	1.412730	9	1
16.782100	3.509580	event_computer	1.412730	9	1
16.782100	0	event_RT	1.412730	9	1
21.059800	3.524340	event_accept_computer	1.697940	5	1
21.059800	3.524340	event_computer	1.697940	5	1
21.059800	0	event_RT	1.697940	5	1
25.352200	3.519500	event_accept_computer	1.568780	8	1
25.352200	3.519500	event_computer	1.568780	8	1
25.352200	0	event_RT	1.568780	8	1
29.619400	3.518370	event_accept_computer	1.498040	8	1
29.619400	3.518370	event_computer	1.498040	8	1
29.619400	0	event_RT	1.498040	8	1
33.881300	3.506930	event_accept_computer	1.582770	10	1
33.881300	3.506930	event_computer	1.582770	10	1
33.881300	0	event_RT	1.582770	10	1
49.393200	3.514520	event_accept_ingroup	2.723600	1	0
49.393200	3.514520	event_ingroup	2.723600	1	0
49.393200	33.500000	block_ingroup_unfair	n/a	n/a	n/a
53.650800	3.514610	event_accept_ingroup	1.630270	2	0
53.650800	3.514610	event_ingroup	1.630270	2	0
53.650800	0	event_RT	1.630270	2	0
57.908400	3.523720	event_accept_ingroup	1.402690	2	0
57.908400	3.523720	event_ingroup	1.402690	2	0
57.908400	0	event_RT	1.402690	2	0
62.185500	3.510320	event_accept_ingroup	1.222250	3	0
62.185500	3.510320	event_ingroup	1.222250	3	0
62.185500	0	event_RT	1.222250	3	0
66.439200	3.509160	event_accept_ingroup	1.115010	7	0
66.439200	3.509160	event_ingroup	1.115010	7	0
66.439200	0	event_RT	1.115010	7	0
70.700000	3.514850	event_accept_ingroup	1.350260	6	0
70.700000	3.514850	event_ingroup	1.350260	6	0
70.700000	0	event_RT	1.350260	6	0
74.983400	3.511230	event_accept_ingroup	1.430580	2	0
74.983400	3.511230	event_ingroup	1.430580	2	0
74.983400	0	event_RT	1.430580	2	0
79.247800	3.510190	event_accept_ingroup	1.328720	2	0
79.247800	3.510190	event_ingroup	1.328720	2	0
79.247800	0	event_RT	1.328720	2	0
92.756200	3.515450	event_accept_computer	1.409350	2	0
92.756200	3.515450	event_computer	1.409350	2	0
92.756200	33.500000	block_computer_unfair	n/a	n/a	n/a
97.024100	3.507450	event_accept_computer	1.354700	7	0
97.024100	3.507450	event_computer	1.354700	7	0
97.024100	0	event_RT	1.354700	7	0
101.289000	3.516740	event_accept_computer	1.286510	1	0
101.289000	3.516740	event_computer	1.286510	1	0
101.289000	0	event_RT	1.286510	1	0
105.553000	3.520080	event_accept_computer	1.369100	3	0
105.553000	3.520080	event_computer	1.369100	3	0
105.553000	0	event_RT	1.369100	3	0
109.818000	3.519690	event_accept_computer	1.716930	4	0
109.818000	3.519690	event_computer	1.716930	4	0
109.818000	0	event_RT	1.716930	4	0
114.090000	3.511940	event_accept_computer	1.225040	2	0
114.090000	3.511940	event_computer	1.225040	2	0
114.090000	0	event_RT	1.225040	2	0
118.354000	3.513260	event_accept_computer	1.340380	4	0
118.354000	3.513260	event_computer	1.340380	4	0
118.354000	0	event_RT	1.340380	4	0
122.620000	3.508250	event_accept_computer	1.587770	5	0
122.620000	3.508250	event_computer	1.587770	5	0
122.620000	0	event_RT	1.587770	5	0
138.126000	3.523750	event_accept_outgroup	1.402460	1	0
138.126000	3.523750	event_outgroup	1.402460	1	0
138.126000	33.500000	block_outgroup_unfair	n/a	n/a	n/a
142.402000	3.515390	event_accept_outgroup	1.355760	7	0
142.402000	3.515390	event_outgroup	1.355760	7	0
142.402000	0	event_RT	1.355760	7	0
146.684000	3.504080	event_accept_outgroup	1.470390	2	0
146.684000	3.504080	event_outgroup	1.470390	2	0
146.684000	0	event_RT	1.470390	2	0
150.938000	3.520850	event_accept_outgroup	1.546580	1	0
150.938000	3.520850	event_outgroup	1.546580	1	0
150.938000	0	event_RT	1.546580	1	0
155.211000	3.515890	event_accept_outgroup	1.436200	4	0
155.211000	3.515890	event_outgroup	1.436200	4	0
155.211000	0	event_RT	1.436200	4	0
159.471000	3.525450	event_accept_outgroup	1.373330	2	0
159.471000	3.525450	event_outgroup	1.373330	2	0
159.471000	0	event_RT	1.373330	2	0
163.746000	3.509180	event_accept_outgroup	1.327610	6	0
163.746000	3.509180	event_outgroup	1.327610	6	0
163.746000	0	event_RT	1.327610	6	0
168.012000	3.512000	event_accept_outgroup	1.408220	1	0
168.012000	3.512000	event_outgroup	1.408220	1	0
168.012000	0	event_RT	1.408220	1	0
179.525000	3.514820	event_accept_computer	1.286410	9	1
179.525000	3.514820	event_computer	1.286410	9	1
179.525000	33.500000	block_computer_fair	n/a	n/a	n/a
183.781000	3.510540	event_accept_computer	1.443060	10	1
183.781000	3.510540	event_computer	1.443060	10	1
183.781000	0	event_RT	1.443060	10	1
188.045000	3.503840	event_accept_computer	1.442000	9	1
188.045000	3.503840	event_computer	1.442000	9	1
188.045000	0	event_RT	1.442000	9	1
192.315000	3.522480	event_accept_computer	1.418990	9	1
192.315000	3.522480	event_computer	1.418990	9	1
192.315000	0	event_RT	1.418990	9	1
196.590000	3.511960	event_accept_computer	1.490370	8	1
196.590000	3.511960	event_computer	1.490370	8	1
196.590000	0	event_RT	1.490370	8	1
200.844000	3.507140	event_accept_computer	1.449420	8	1
200.844000	3.507140	event_computer	1.449420	8	1
200.844000	0	event_RT	1.449420	8	1
205.115000	3.525280	event_accept_computer	1.341440	5	1
205.115000	3.525280	event_computer	1.341440	5	1
205.115000	0	event_RT	1.341440	5	1
209.393000	3.522050	event_accept_computer	1.393600	4	1
209.393000	3.522050	event_computer	1.393600	4	1
209.393000	0	event_RT	1.393600	4	1
224.913000	3.504920	event_accept_computer	1.027260	2	0
224.913000	3.504920	event_computer	1.027260	2	0
224.913000	33.500000	block_computer_unfair	n/a	n/a	n/a
229.170000	3.521350	event_accept_computer	1.716120	4	0
229.170000	3.521350	event_computer	1.716120	4	0
229.170000	0	event_RT	1.716120	4	0
233.432000	3.517350	event_accept_computer	1.017490	4	0
233.432000	3.517350	event_computer	1.017490	4	0
233.432000	0	event_RT	1.017490	4	0
